COUPON_UPC,PRODUCT_ID,CAMPAIGN
57265521233,438912,1
54100027032,442472,3
51111074175,443443,2
52400000031,452027,1
51111111177,461235,3
51111111175,461235,3
51514111050,464196,4
53450050033,480105,4
52100012050,480180,1
52100020075,487367,1
51300010013,502309,5
57045970076,503153,2
52100020075,508844,1
52100020075,516416,1
54132220050,524389,2
51111124078,524509,3
51111120076,524509,3
54610030075,524755,1
57218050076,531266,2
52100020075,536338,1
51111131075,540176,3
51111131077,540176,3
51514111050,545564,4
52100020075,545936,1
53620010001,551731,3
53620010028,551731,3
51500050013,552303,5
51500050013,553382,5
53700060051,558298,7
53620010001,561604,3
53620010028,561604,3
52740020050,561773,3
53620010028,565107,3
53620010001,565107,3
52100020075,577103,1
52000030042,589772,2
54100024932,599484,3
52400000031,611125,1
52400000031,611930,1
52740020050,613103,3
51111131075,614196,3
51111131077,614196,3
51111030050,617450,1
51111074175,634296,2
53620010001,635053,3
53620010028,635053,3
52740020050,636801,3
52740020050,638344,3
51111030050,639121,1
54100027032,648805,3
52400000031,649542,1
53620010028,654886,3
53620010001,654886,3
55000081033,677915,4
53620010028,680468,3
53620010001,680468,3
57218050076,692651,2
54670400033,697036,2
51500050013,699449,5
52100012050,700057,1
51500050013,700660,5
52277610055,703181,4
54100027032,707657,3
54800110055,707871,3
52400000031,729091,1
54100027032,734683,3
52740020050,739333,3
52400000031,761787,1
53800030050,762924,2
57007440087,763528,5
52277610055,764759,4
51500050013,785569,5
52100020075,795110,1
52400000031,807591,1
52400000031,808602,1
51300010013,809350,5
54610030075,809486,1
51300010013,809587,5
54100024932,810969,3
52740020050,815979,3
53620010001,819063,3
53620010028,819063,3
53620010001,819304,3
53620010028,819304,3
53700048051,819656,7
54420933024,820551,4
53800030050,820961,2
55220010013,822470,5
53620010001,822483,3
53620010028,822483,3
57050100076,822989,7
54800110055,825123,3
52400000031,825249,1
51111124078,825450,3
51111124076,825450,3
52400000031,826790,1
53800030050,826816,2
52400000031,827261,1
52400000031,828278,1
51111053378,828420,3
53700048051,828537,7
52400000031,828891,1
54100024932,829662,3
52400000031,830960,1
52100020075,831447,1
52100020075,831509,1
57265521233,831965,1
54100024932,832270,3
53700060051,832288,7
54100027032,832760,3
57050100076,833201,7
57265521233,833350,1
51514111050,833724,4
51500050013,833860,5
53700048182,834396,5
54100027032,835347,3
54670400033,835619,2
57050100076,835661,7
52400000031,835715,1
53620010028,835988,3
53700060051,836745,7
55220010013,837098,5
54100027032,837139,3
52400000031,837339,1
54420933024,838396,4
50813700076,838524,5
55220010013,839238,5
52277610055,839766,4
57045970076,840566,2
53800030050,841905,2
55220010013,842126,5
52100020075,842140,1
55220010013,843304,5
55220010013,843944,5
54100010032,843991,3
52000030042,844413,2
52100020075,844932,1
52100020075,844991,1
57045970076,845265,2
51111131075,845709,3
51111131077,845709,3
54100010032,845854,3
51111074175,846043,2
53700048182,846362,5
52500000075,847207,1
57045970076,847540,2
54670400033,849129,2
52732670076,849257,2
57218050076,849505,2
55220010013,849688,5
52400000031,850533,1
52000030042,850807,2
50813700076,850895,5
57007440087,851066,5
50813700076,851143,5
54670400033,851191,2
52400000031,851226,1
52400000031,851644,1
52400000031,851817,1
55020000076,852282,2
52400000031,852864,1
50813700076,852929,5
51111124078,853567,3
51111124076,853567,3
51500050013,853756,5
53700048051,854727,7
54670400033,854900,2
51500050013,855152,5
50813700076,855443,5
54100010032,855747,3
52370020076,855817,2
54759930033,856210,4
54759930033,857039,4
54100024932,857173,3
53800030050,857736,2
51111053378,858014,3
52400000031,858322,1
54420933024,858424,4
54800110055,858630,3
54100024932,858649,3
53700060051,858727,7
54100027032,858893,3
55220010013,859335,5
53700060051,859402,7
53700048182,859877,5
51111131077,859984,3
51111131075,859984,3
54100010032,860106,3
54420933024,860417,4
53700048182,860490,5
53620010001,861419,3
53620010028,861419,3
53620010001,861486,3
53620010028,861486,3
55220010013,862283,5
52100020075,862854,1
52740020050,862856,3
53700048051,864137,7
53620010001,864532,3
53620010028,864532,3
55000081033,864805,4
51500050013,864964,5
50813700076,865559,5
55220010013,866177,5
57218050076,866296,2
54300026150,867188,4
51500050013,867964,5
50813700076,868616,5
52000030042,868909,2
52400000031,869252,1
51111122077,869477,3
51111122075,869477,3
53620010028,869577,3
53620010001,869577,3
55220010013,870128,5
57050100076,870271,7
55220010013,870327,5
52400000031,870372,1
57050100076,870442,7
52740020050,870547,3
57265521233,870720,1
51111131077,871071,3
51111131075,871071,3
52400000031,871567,1
54100010032,871820,3
53450050033,872137,4
53800030050,872508,2
50813700076,872848,5
50813700076,873849,5
54420933024,874643,4
51500050013,875286,5
52400000031,875694,1
51500050013,875979,5
57050100076,876531,7
52400000031,876593,1
53700060051,877033,7
53700060051,877803,7
57265521233,878290,1
51111074175,878637,2
50813700076,879682,5
54100027032,879808,3
50813700076,879983,5
52100020075,880377,1
51300010013,880599,5
56025876174,880706,5
58978500076,880780,1
50813700076,880797,5
52740020050,882496,3
57050100076,882743,7
51111120076,883042,3
51111124078,883042,3
54420933024,883549,4
54100024932,883601,3
52277610055,883616,4
57050100076,884368,7
54670400033,884597,2
54100024932,884754,3
52800051060,885023,4
57050100076,885210,7
53800030050,885356,2
52400000031,885642,1
54100027032,885917,3
53800030050,886103,2
51500050013,886487,5
51500050013,887264,5
54420933024,887618,4
51500050013,888117,5
52100020075,888275,1
53800030050,888431,2
51500050013,888612,5
52400000031,888835,1
54420933024,889188,4
51500050013,889511,5
57050100076,889585,7
52400000031,889774,1
55220010013,889965,5
52100020075,889989,1
55220010013,890455,5
51500050013,890627,5
53700048051,890694,7
57050100076,891040,7
54100027032,891520,3
51500050013,891894,5
54100027032,892112,3
52000030042,892556,2
54100010032,893014,3
51111074175,893258,2
51111124076,893617,3
51111124078,893617,3
57050100076,895618,7
51111030050,896085,1
54420933024,896149,4
50813700076,896238,5
51500050013,897975,5
52800051060,898034,4
51500050013,898214,5
50813700076,898264,5
53620010001,898349,3
53620010028,898349,3
51500050013,899502,5
51500050013,900391,5
55220010013,900698,5
53100010076,901061,2
52000030042,901523,2
52500000075,901776,1
52400000031,901840,1
57050100076,901915,7
52370020076,902041,2
57050100076,902129,7
52000030042,902225,2
51500050013,903035,5
53620010028,904812,3
54100027032,905286,3
57218050076,905665,2
53800030050,905942,2
54759930033,907217,4
55000081033,908064,4
54100027032,908643,3
52800051060,908856,4
54100027032,910161,3
51111124076,911040,3
51111124078,911040,3
51500050013,912019,5
52400000031,912676,1
53100010076,912739,2
54800110055,914188,3
50813700076,914676,5
53700060051,916355,7
53700060051,916821,7
54100010032,916872,3
51111030050,916993,1
54100010032,917008,3
53700060051,917031,7
52100020075,917517,1
51111540076,917660,4
57218050076,918253,2
51500050013,918419,5
52740020050,919180,3
54100010032,919597,3
52400000031,920112,1
54100010032,920145,3
51111120076,920654,3
51111124078,920654,3
54420933024,920769,4
57265521233,921197,1
51500050013,921245,5
57050100076,922083,7
55020000076,923169,2
57410101082,923339,5
51500050013,923430,5
52800051060,923528,4
53800030050,923849,2
57050100076,924628,7
53800030050,924712,2
53800030050,924804,2
52732670076,925364,2
51111074175,925834,2
53700048051,926908,7
57050100076,927229,7
52740020050,927291,3
57265521233,927382,1
55220010013,928555,5
57218050076,929401,2
57050100076,929421,7
51500050013,929548,5
51380040009,930918,1
51111124076,931764,3
51111124078,931764,3
50813700076,932692,5
51111120076,932813,3
51111121078,932813,7
51111124078,932813,3
52400000031,933729,1
52100020075,934156,1
54132220050,934434,2
52400000031,934948,1
53700048051,935824,7
53620010001,935990,3
53620010028,935990,3
51111053378,936270,3
52000030042,936741,2
54132220050,936792,2
51500050013,936851,5
54100027032,937060,3
54132220050,937357,2
52800051060,937489,4
53700060051,938208,7
53700060051,938255,7
55220010013,938478,5
51111074175,938547,2
51500050013,938690,5
52000030042,939119,2
58978500076,939864,1
53620010028,939899,3
52400000031,940108,1
55000081033,940217,4
53700048182,940676,5
52100020075,940766,1
51500050013,941716,5
54800110055,941910,3
51500050013,942158,5
52400000031,942258,1
51111122077,942300,3
51111122075,942300,3
54800110055,943362,3
54100027032,945090,3
50813700076,945263,5
52740020050,946287,3
54420933024,946489,4
52370020076,947013,2
52400000031,947200,1
54420933024,947732,4
53700060051,948001,7
51500050013,948626,5
52400000031,948665,1
54420933024,948876,4
53700048182,949030,5
52400000031,949291,1
53700060051,949684,7
54100010032,950368,3
54100027032,950668,3
51111074175,951971,2
51111074175,952593,2
53800030050,953243,2
53620010028,953652,3
57218050076,954347,2
57218050076,954416,2
53320051055,954444,7
52370020076,954545,2
52000030042,955023,2
51500050013,955074,5
53700048182,955258,5
51500050013,955533,5
54100024932,957522,3
54670400033,958233,2
54100027032,958349,3
53700060051,958598,7
57410101082,959172,5
58978500076,959482,1
51111074175,961269,2
52277610055,962615,4
57050100076,963212,7
51111074175,963226,2
52000030042,963562,2
51111111177,963683,3
51111111175,963683,3
54589320087,963862,3
51111120076,963862,3
51111124078,963862,3
53800030050,964133,2
51111131075,964462,3
51111131077,964462,3
52400000031,964813,1
52400000031,965557,1
57218050076,965679,2
52100012050,965766,1
51500050013,966449,5
54100010032,966629,3
52400000031,966826,1
51111122077,967070,3
51111122075,967070,3
54759930033,967146,4
54670400033,967461,2
57050100076,967705,7
54100010032,968018,3
57050100076,968091,7
57050100076,968916,7
52400000031,969134,1
50813700076,969333,5
52000030042,969829,2
50813700076,969926,5
55272918040,969977,4
51111131077,970070,3
51111131075,970070,3
52277610055,970866,4
54420933024,970902,4
52000030042,970941,2
57050100076,971315,7
51500050013,972105,5
54759930033,972657,4
54420933024,972894,4
52740020050,972931,3
51500050013,973648,5
52400000031,973693,1
54100024932,973890,3
52400000031,974104,1
54420933024,974306,4
51500050013,974993,5
54100010032,975620,3
52100012050,976059,1
57050100076,977275,7
54670400033,977301,2
52400000031,977339,1
57050100076,977414,7
54100010032,978099,3
54589320778,978303,3
54589320776,978303,3
50813700076,980324,5
52400000031,980644,1
52400000031,982960,1
54100027032,983210,3
52400000031,983278,1
51111124078,984211,3
51111124076,984211,3
55220010013,984491,5
57007440087,984680,5
51500050013,985707,5
54100010032,986021,3
51500050013,986121,5
54100010032,986150,3
51500050013,986156,5
55220010013,986393,5
54759930033,987032,4
52740020050,987044,3
57045970076,987122,2
51111074175,987628,2
52400000031,987941,1
52732670076,988283,2
51500050013,989881,5
54420933024,989935,4
52100020075,990656,1
54100010032,990694,3
57045970076,990762,2
54420933024,991230,4
54670400033,991932,2
54100027032,992128,3
53620010028,992153,3
53620010001,992153,3
57050100076,992304,7
54589320087,992393,3
51111124078,992393,3
51111120076,992393,3
54670400033,992730,2
52100020075,992986,1
51500050013,993390,5
54300026150,993441,4
54100027032,993639,3
55220010013,995303,5
53700048051,995505,7
57045970076,995876,2
52400000031,996016,1
54300026150,996506,4
57050100076,997509,7
57050100076,998127,7
51111124078,998303,3
51111120076,998303,3
54589320087,998303,3
52100020075,998328,1
51111120076,999063,3
51111124078,999063,3
57050100076,999584,7
51500050013,1000672,5
57050100076,1001926,7
52100020075,1002516,1
57050100076,1002824,7
53700048051,1004956,7
52400000031,1005583,1
53600010082,1006909,5
50813700076,1007289,5
52400000031,1007414,1
51500050013,1008677,5
51111111177,1009060,3
51111111175,1009060,3
52500000075,1009187,1
52400000031,1009246,1
54100024932,1009884,3
51111122075,1010652,3
51111122077,1010652,3
53800030050,1011046,2
57050100076,1011366,7
52400000031,1012427,1
52100020075,1013503,1
55272918040,1013794,4
51111124078,1014107,3
51111124076,1014107,3
55020000076,1015280,2
57265521233,1016210,1
57218050076,1016715,2
57045970076,1017195,2
50813700076,1017407,5
51111074175,1017841,2
57050100076,1018204,7
57218050076,1018769,2
54100027032,1019196,3
55220010013,1019286,5
54100027032,1019497,3
51500050013,1019627,5
51514111050,1019643,4
54100024932,1019751,3
52100020075,1020032,1
54100010032,1020673,3
54759930033,1020722,4
53700060051,1020756,7
55220010013,1021108,5
53700048182,1021225,5
55000081033,1021562,4
52000030042,1023830,2
55220010013,1023868,5
50813700076,1024263,5
52400000031,1024581,1
51111124078,1025326,3
51111120076,1025326,3
52400000031,1025383,1
52100012050,1025641,1
51500050013,1025717,5
54100027032,1026063,3
54100010032,1026135,3
51500050013,1026931,5
57050100076,1027419,7
53700060051,1028087,7
57050100076,1028193,7
50813700076,1028685,5
51111124078,1028965,3
51111124076,1028965,3
55220010013,1029287,5
54100024932,1029446,3
52100020075,1030342,1
52400000031,1030409,1
54800110055,1030519,3
52400000031,1030569,1
53320051055,1030592,7
53620010001,1031083,3
53620010028,1031083,3
57050100076,1031953,7
52277610055,1033238,4
51111074175,1033769,2
55220010013,1034267,5
53700060051,1034383,7
57218050076,1035034,2
54670400033,1035676,2
54300026150,1035805,4
54100010032,1036328,3
51111030050,1037332,1
51111120076,1038020,3
51111124078,1038020,3
54100010032,1038134,3
54100024932,1038153,3
10000089061,1038746,4
57050100076,1039495,7
52400000031,1039888,1
54100024932,1040189,3
54100010032,1040197,3
51500050013,1040553,5
52400000031,1040744,1
57050100076,1040773,7
52100020075,1040784,1
57050100076,1042511,7
10000089061,1043590,4
50813700076,1043723,5
52100020075,1043837,1
53620010028,1043971,3
52000030042,1046131,2
51111053378,1046722,3
51111124078,1046935,3
51111120076,1046935,3
54100027032,1047393,3
53600010082,1047805,5
57218050076,1048300,2
53620010028,1048332,3
57050100076,1048743,7
54800110055,1048962,3
55220010013,1049348,5
52100020075,1049918,1
55220010013,1050915,5
57265521233,1051540,1
57050100076,1051925,7
53700060051,1052094,7
54100027032,1053058,3
51111074175,1054323,2
52400000031,1055013,1
52400000031,1055201,1
51111030050,1056509,1
57410101082,1057061,5
52400000031,1057227,1
54100024932,1057836,3
52400000031,1058320,1
54610030075,1058404,1
52740020050,1058930,3
52400000031,1059342,1
51111131075,1059531,3
51111131077,1059531,3
52400000031,1059930,1
55000081033,1059994,4
53620010028,1060292,3
53450050033,1060543,4
57050100076,1060911,7
57050100076,1061975,7
57050100076,1063056,7
50813700076,1063300,5
52400000031,1064280,1
51111074175,1064945,2
54420933024,1065039,4
51111131075,1065098,3
51111131077,1065098,3
53620010001,1065331,3
53620010028,1065331,3
54670400033,1065871,2
51500050013,1066132,5
51500050013,1066882,5
53700048182,1067176,5
52400000031,1067565,1
53700060051,1067787,7
53100010076,1069566,2
55220010013,1069620,5
10000089061,1069621,4
54420933024,1069635,4
51111074175,1069788,2
54100010032,1071067,3
55220010013,1071554,5
52400000031,1071625,1
55000081033,1072953,4
52100020075,1073775,1
54300026150,1075074,4
54100027032,1076146,3
52370020076,1076280,2
53620010028,1077540,3
53620010001,1077540,3
52400000031,1078315,1
51111120076,1078858,3
51111124078,1078858,3
54670400033,1078914,2
52740020050,1079023,3
52400000031,1079048,1
54420933024,1079319,4
51111122077,1079365,3
51111122075,1079365,3
54420933024,1079382,4
52000030042,1079820,2
53800030050,1080429,2
54100027032,1080581,3
52000030042,1080784,2
57050100076,1080829,7
52277610055,1080989,4
53700060051,1081412,7
52100020075,1082544,1
51500050013,1082849,5
57218050076,1083111,2
53800030050,1085161,2
53800030050,1085920,2
53700048051,1086352,7
51500050013,1086431,5
55220010013,1086644,5
51111124078,1087366,3
51111120076,1087366,3
54100010032,1087493,3
51111131077,1087547,3
51111131075,1087547,3
57265521233,1087754,1
57410101082,1087785,5
52400000031,1087960,1
52000030042,1088544,2
50813700076,1091929,5
57045970076,1091981,2
52100012050,1092040,1
53450050033,1092303,4
53700048051,1092724,7
54100010032,1092944,3
52100020075,1093113,1
55220010013,1094811,5
53620010028,1095068,3
53620010001,1095068,3
51300010013,1095201,5
50813700076,1095255,5
52000030042,1095329,2
57050100076,1096455,7
54610030075,1096626,1
51111540076,1096740,4
53700048182,1097363,5
55220010013,1097875,5
51380040009,1098186,1
54420933024,1099058,4
53700048182,1099163,5
51500050013,1099540,5
51111124078,1100049,3
51111120076,1100049,3
52100020075,1100124,1
55220010013,1100142,5
57050100076,1101212,7
51500050013,1101885,5
50813700076,1103416,5
54759930033,1103672,4
53620010001,1103903,3
53620010028,1103903,3
54420933024,1105034,4
54100010032,1105398,3
52800051060,1105613,4
58978500076,1105635,1
53700048182,1105661,5
50813700076,1105869,5
50813700076,1106002,5
52400000031,1106373,1
52000030042,1106896,2
53700060051,1107960,7
57050100076,1108137,7
54100010032,1108812,3
51111122077,1109200,3
51111122075,1109200,3
50813700076,1109205,5
53800030050,1109249,2
50813700076,1110177,5
57050100076,1110580,7
54800110055,1110632,3
51500050013,1111118,5
50813700076,1111533,5
57050100076,1112035,7
51500050013,1112212,5
54100027032,1112247,3
53800030050,1112417,2
52400000031,1112747,1
51500050013,1113462,5
52100020075,1115577,1
53800030050,1116180,2
52740020050,1116228,3
52400000031,1117061,1
52400000031,1117382,1
53620010001,1118012,3
53620010028,1118012,3
57050100076,1118590,7
54100027032,1118641,3
55220010013,1119261,5
51111111177,1119667,3
51111111175,1119667,3
53620010001,1120213,3
53620010028,1120213,3
51300010013,1120392,5
53800030050,1120443,2
50813700076,1121033,5
52400000031,1122112,1
53620010001,1122547,3
53620010028,1122547,3
51500050013,1122679,5
51500050013,1122790,5
52400000031,1122876,1
52000030042,1122889,2
54420933024,1123407,4
54420933024,1123556,4
54100010032,1123621,3
52400000031,1123692,1
52100020075,1124475,1
50813700076,1125072,5
52100020075,1125123,1
54420933024,1125477,4
53700048182,1125837,5
52000030042,1126252,2
52400000031,1126699,1
57050100076,1126737,7
52740020050,1126895,3
51111124076,1127396,3
51111124078,1127396,3
52000030042,1127838,2
53700060051,1128271,7
53620010028,1128464,3
53620010001,1128464,3
52400000031,1129538,1
54100010032,1129734,3
57050100076,1129839,7
57265521233,1129945,1
54100024932,1130773,3
54100027032,1131310,3
54610030075,1131382,1
53100010076,1133694,2
55220010013,1133926,5
54100010032,1134813,3
52400000031,1134956,1
53620010001,1135886,3
53620010028,1135886,3
55220010013,1135959,5
51500050013,1136373,5
53700048051,1136778,7
54100010032,1136986,3
55220010013,1136988,5
53700048051,1137100,7
54420933024,1141944,4
53800030050,1142959,2
52400000031,1144599,1
54670400033,1145464,2
54100027032,1146034,3
51300010013,1147199,5
53620010001,1148058,3
53620010028,1148058,3
54100027032,1148564,3
51111074175,1148599,2
51300010013,1151454,5
51300010013,1152807,5
54100027032,1153736,3
51500050013,1154493,5
51500050013,1156879,5
52100012050,1160482,1
54670400033,1167371,2
51300010013,1167984,5
52740020050,1168825,3
10000089061,1172599,4
52740020050,1173665,3
54420933024,1174879,4
53700060051,1175283,7
51300010013,1176794,5
54100027032,1176866,3
53620010028,1180421,3
53620010001,1180421,3
51300010013,1180769,5
51300010013,1182780,5
51300010013,1183094,5
51111124078,1193706,3
51111120076,1193706,3
52400000031,1194726,1
54300026150,1194732,4
51300010013,1198038,5
51500050013,1198466,5
51111030050,1198708,1
54100027032,1200325,3
55000081033,1204535,4
51111074175,1205634,2
57045970076,1205895,2
54100027032,1205920,3
53800030050,1206129,2
52100020075,1212054,1
54100024932,1212216,3
54300026150,1215083,4
51111053378,1216895,3
53800030050,1217284,2
54100027032,1221737,3
51111074175,1224226,2
51111030050,1225869,1
52100020075,1226408,1
53620010028,1231742,3
53620010001,1231742,3
54100027032,1231958,3
52400000031,1239046,1
51300010013,1240605,5
52000030042,1241890,2
51300010013,1242071,5
54800110055,1243396,3
54420933024,1243999,4
53800030050,1245764,2
52500000075,1247341,1
53450050033,1248579,4
52400000031,1249096,1
51300010013,1250860,5
53700060051,1253289,7
53620010028,1254999,3
57050100076,1261479,7
53700060051,1261645,7
52400000031,1263632,1
53700048182,1264626,5
52000030042,1266553,2
51500050013,1267393,5
51300010013,1268925,5
54100027032,1273634,3
52740020050,1275022,3
54100027032,1280832,3
53620010001,1283486,3
53620010028,1283486,3
54800110055,1283677,3
52400000031,1284012,1
51300010013,1286139,5
51300010013,1287034,5
51300010013,1288086,5
55000081033,1288421,4
52740020050,1290671,3
57050100076,1297116,7
54100024932,1297543,3
52100020075,1299065,1
51300010013,1299216,5
57050100076,1302860,7
51111030050,1303589,1
55020000076,1303816,2
51300010013,1306813,5
10000089061,1307695,4
51111074175,1308283,2
57045970076,1311304,2
52500000075,1313270,1
54100027032,1313591,3
54100024932,1318175,3
53620010001,1321176,3
53620010028,1321176,3
51514111050,1322773,4
52740020050,1331255,3
51500050013,1337403,5
51300010013,1340682,5
54100027032,1346249,3
52400000031,1349322,1
53700060051,1349532,7
52000030042,1351097,2
51300010013,1354891,5
51300010013,1360184,5
51111074175,1364467,2
54100027032,1364972,3
51500050013,1367655,5
52740020050,1369855,3
52400000031,1376453,1
51111074175,1377402,2
51300010013,1385271,5
51300010013,1386956,5
51500050013,1388875,5
52800051060,1389544,4
53450050033,1396092,4
51111074175,1398752,2
51300010013,1399524,5
57410101082,1400663,5
51111074175,1402844,2
54670400033,1405370,2
51111030050,1405495,1
51300010013,1405510,5
52000030042,1405927,2
54670400033,1406410,2
51500050013,1409732,5
54420933024,1418282,4
54420933024,1421929,4
54800110055,1423035,3
54100024932,1424031,3
53800030050,1426905,2
51500050013,1429982,5
52740020050,1434380,3
51300010013,1437325,5
52100020075,1439608,1
52740020050,1440232,3
52500000075,1441186,1
54759930033,1448526,4
52277610055,1461195,4
53100010076,1462931,2
57265521233,1471173,1
51500050013,1478877,5
53620010028,1479134,3
53620010001,1479134,3
51300010013,1493848,5
52400000031,1494273,1
52740020050,1500801,3
54420933024,1503053,4
53620010001,1508314,3
53620010028,1508314,3
52740020050,1514845,3
52400000031,1524042,1
57218050076,1525312,2
53620010028,1529893,3
55000081033,1531153,4
51111030050,1546881,1
55272918040,1549321,4
54100027032,1553264,3
52100020075,1558546,1
57265521233,1559797,1
52400000031,1567164,1
51500050013,1584521,5
52100020075,1587022,1
54100027032,1587207,3
51111074175,1589361,2
54300026150,1590302,4
52500000075,1593899,1
57265521233,1598259,1
51500050013,1599069,5
53620010001,1602876,3
53620010028,1602876,3
54100010032,1604875,3
54420933024,1606252,4
51300010013,1608113,5
52100012050,1610376,1
51500050013,1613240,5
51500050013,1621327,5
51500050013,1627221,5
54420933024,1636166,4
51300010013,1640093,5
52400000031,1640515,1
53620010028,1644387,3
53620010001,1644387,3
51500050013,1653379,5
52800051060,1653393,4
54100027032,1655402,3
53620010028,1657113,3
53620010001,1657113,3
53620010028,1667477,3
53620010001,1667477,3
54300026150,1674646,4
52800051060,1679760,4
51111074175,1687694,2
51111030050,1692686,1
57265521233,1695906,1
57265521233,1698208,1
52100020075,1704583,1
52740020050,1705749,3
51500050013,1716914,5
51380040009,1718800,1
51500050013,1726294,5
54300026150,1728019,4
52400000031,1728528,1
54100027032,1728971,3
54100024932,1731657,3
54100027032,1733764,3
52500000075,1740284,1
52400000031,1740348,1
52100012050,1740877,1
54300026150,1744980,4
54100010032,1747015,3
54420933024,1747900,4
52000030042,1753278,2
51300010013,1754260,5
51300010013,1756309,5
53700048182,1756708,5
51300010013,1757351,5
52740020050,1758387,3
51500050013,1763848,5
52400000031,1767407,1
51500050013,1767487,5
51300010013,1767523,5
51111074175,1770601,2
52100020075,1775420,1
54100010032,1776136,3
51111074175,1780427,2
54100027032,1780910,3
51300010013,1781088,5
10000089061,1786836,4
51380040009,1794764,1
52100012050,1795553,1
52800051060,1796496,4
52000030042,1798489,2
54100027032,1798624,3
52100020075,1802518,1
52400000031,1804120,1
52740020050,1813286,3
51300010013,1814265,5
54100027032,1814509,3
51500050013,1815928,5
52100020075,1816494,1
54100027032,1822924,3
52400000031,1828277,1
52100020075,1828522,1
55272918040,1832070,4
51514111050,1834025,4
54420933024,1836290,4
54100010032,1836352,3
52400000031,1836595,1
53620010028,1837400,3
53620010001,1837400,3
54100027032,1838878,3
51111131075,1842682,3
51111131077,1842682,3
54800110055,1844172,3
51111030050,1846094,1
51500050013,1847983,5
53450050033,1849707,4
57045970076,1850388,2
51111030050,1853330,1
52400000031,1855059,1
57045970076,1857766,2
53800030050,1860460,2
51300010013,1860470,5
53620010001,1865836,3
53620010028,1865836,3
52277610055,1868069,4
